"1","Деревянный кубик с ребром 10 см плавает частично погруженный в воду. Его начинают медленно погружать, действуя силой, направленной вертикально вниз. В таблице приведены значения модуля силы, под действием которой кубик находится в равновесии частично или полностью погруженный в воду. Выберите все верные утверждения на основании данных, приведенных в таблице."
"1","После удара шайба начала скользить вверх по шероховатой наклонной плоскости с начальной скоростью  как показано на рисунке, и после остановки соскользнула обратно. Выберите из предложенного перечня все утверждения, которые соответствуют результатам проведенных экспериментальных наблюдений, и укажите их номера."
"1","Небольшую шайбу массой 100 г, покоящуюся у основания наклонной плоскости, толкают вдоль неё вверх. В результате шайба поднимается по наклонной плоскости на некоторую высоту. На рисунке показан график зависимости максимальной высоты подъёма h шайбы от начальной кинетической энергии E, которую сообщили шайбе при её толкании. Угол наклона плоскости к горизонту равен 45°."
"1","Из лёгкого жёсткого стержня сделан горизонтальный рычаг с длинами плеч 40 см и 200 см. К короткому концу рычага на нити подвешен груз массой m, а к длинному концу рычага для уравновешивания приложена некоторая сила. Человек начинает медленно опускать длинный конец рычага, прикладывая к нему вертикально вниз силу \vecF (см. рис.). На графике показана зависимость момента M силы тяжести груза m (относительно точки опоры рычага) от угла α между рычагом и горизонтом."
"1","На шероховатой поверхности лежит брусок массой 1 кг. На него начинает действовать горизонтальная сила \vecF, направленная вдоль поверхности и зависящая от времени так, как показано на графике слева. Зависимость работы этой силы от времени представлена на графике справа. Выберите все верные утверждения на основании анализа представленных графиков."
"1","К телу, имеющему внутреннюю герметичную полость, на невесомой нерастяжимой нити привязан сплошной шарик. Система «тело + шарик» плавает в сосуде с жидкостью, не касаясь стенок и дна сосуда. Плотность материала тела и шарика "1",6 г/см3, плотность жидкости 800 кг/м3, объём полости составляет 3/4 объёма тела, объём шарика равен "1"/4 объёма тела. Исходя из условия задачи, выберите два верных утверждения."
"1","Максимальный угол наклона к вертикали, под которым может стоять лестница массой m, прислонённая к вертикальной гладкой стене и опирающаяся на горизонтальный шероховатый пол, равен  альфа . Коэффициент трения между ножками лестницы и полом равен \mu. Лестницу установили, наклонив её именно под углом  альфа ."
"1","В лаборатории исследовали прямолинейное движение тела массой m = 300 г из состояния покоя. В таблице приведена экспериментально полученная зависимость пути, пройденного телом, от времени. Выберите все верные утверждения, соответствующие результатам эксперимента."
"1","Небольшое тело, закреплённое на лёгкой пружине жёсткостью 1 Н/м, совершает гармонические колебания вдоль горизонтальной оси OX./nНа рисунке показан график зависимости проекции ускорения ax этого тела на указанную ось от времени t. \n  Из приведённого ниже списка выберите все верные утверждения, описывающие данное движение тела. Запишите цифры, под которыми они указаны."
"1","На рисунке представлен схематичный вид графика изменения кинетической энергии тела с течением времени."
"1","В таблице представлены результаты измерения избыточного (по сравнению с атмосферным) давления p воды в зависимости от времени t. Измерения проводились при помощи датчика, установленного на подводном аппарате, который совершал экспедицию в пресном водоёме, находясь на разных глубинах."
"1","На рисунке приведены графики зависимости координаты от времени для двух тел: А и В, движущихся по прямой, вдоль которой направлена ось Ох.
"1","Небольшое тело массой 0,2 кг, закреплённое на конце жёсткого невесомого стержня S длиной 0,5 м, вращается в вертикальной плоскости вокруг горизонтальной оси O, занимая последовательно положения "1", 2, 3, 4 (см. рисунок). Линейная скорость движения тела постоянна по модулю и равна 4 м/с. \n  Из приведённого ниже списка выберите все верные утверждения, описывающие данное движение тела. Запишите цифры, под которыми они указаны."
"1","Очень лёгкая рейка закреплена на горизонтальной оси O, перпендикулярной плоскости рисунка, и может вращаться вокруг неё без трения. К рейке приложены четыре силы, изображённые на рисунке."
"1","Два одинаковых бруска толщиной 5 см и массой 1 кг каждый, связанные друг с другом, плавают в воде так, что уровень воды приходится на границу между ними (см. рис.). Из приведённого ниже списка выберите все правильные утверждения."
"1","Небольшое тело движется вдоль оси OX. На рисунке показан график зависимости проекции скорости Vx этого тела на указанную ось от времени t. Выберите все верные утверждения на основании анализа графика."
"1","Пуля массой 9 г вылетает из винтовки под углом к горизонту с начальной скоростью 100 м/с. Во время полёта пули на неё помимо силы тяжести действует сила сопротивления воздуха, направленная противоположно скорости пули. Из приведённого ниже списка выберите все правильные утверждения."
"1","Математический маятник, частота колебаний которого равна 0,125 Гц, отклонили на небольшой угол от положения равновесия и отпустили без начальной скорости (см. рис.). Выберите все верные утверждения из 5:"
"1","Деревянный брусок массой m1 = 900 г покоится на гладкой горизонтальной поверхности. На него налетает пластилиновый шарик массой m2 = 100 г, скользящий по поверхности со скоростью 2 м/с. В результате тела слипаются и движутся поступательно как единое целое."
"1","Тонкий однородный стержень, частично погружённый в воду, удерживается в состоянии равновесия с помощью невесомой нерастяжимой нити (см. рис.). Длина отрезка АВ в два раза меньше длины отрезка ОА."
"1","На рисунке приведены графики зависимости координаты от времени для двух тел: А и В, движущихся по прямой, вдоль которой и направлена ось Ох."
"1","Математический маятник представляет собой тяжёлый шарик, подвешенный на нерастяжимой нити длиной "1",6 м. Этот маятник совершает малые свободные колебания так, что нить всё время находится в одной вертикальной плоскости и отклоняется от вертикали на максимальный угол 5°. Из приведённого ниже списка выберите все правильные утверждения, характеризующих движение маятника."
"1","Небольшое тело массой 200 г, закреплённое на лёгкой пружине, совершает гармонические колебания вдоль оси Ox. На рисунке показан график зависимости проекции скорости Vx этого тела на указанную ось от времени t. \n  Из приведённого ниже списка выберите все верные утверждения, описывающие данное движение тела. Запишите цифры, под которыми они указаны."
"1","На покоящееся точечное тело массой 0,5 кг, находящееся на гладкой горизонтальной поверхности, в момент времени t0 = 0 начинает действовать сила, всегда направленная горизонтально вдоль одной прямой. График зависимости проекции F этой силы на указанную прямую от времени t изображён на рисунке. \n  Выберите все верные утверждения на основании анализа представленного графика."
"1","Ученик помещал цилиндр объемом V = 10 см3, не удерживая его, в различные жидкости, плотности которых представлены в таблице, и измерял объем погружённой в жидкость части цилиндра Vпогр. По результатам измерений была получена зависимость объема погружённой части цилиндра Vпогр от плотности жидкости \rho (см. рис.). \n  Выберите все верные утверждения, согласующиеся с данными, представленными на рисунке и в таблице."
"1","Тело массой 100 г брошено с горизонтальной площадки под углом к горизонту. Таблица показывает, как зависит от времени t кинетическая энергия Eк этого тела."
"1","На покоящееся тело, находящееся на шероховатой горизонтальной плоскости, начинает действовать горизонтально направленная сила. Зависимость модуля этой силы F от времени t показана на рисунке "1". На рисунке 2 показана соответствующая зависимость модуля ускорения a этого тела от t."
"1","Две силы F1 и F2 уравновешивают систему невесомых блоков, соединённых с помощью невесомых нерастяжимых нитей. Цифрами на рисунке обозначены свободные вертикальные участки нитей. Выберите все верные утверждения."
"1","В лаборатории исследовали прямолинейное движение тела массой m = 500 г. В таблице приведена экспериментально полученная зависимость пути, пройденного телом, от времени. Какие выводы из приведенных ниже соответствуют результатам эксперимента?"
"1","В лаборатории исследовали прямолинейное движение тела массой m = 500 г. В таблице приведена экспериментально полученная зависимость пути, пройденного телом, от времени. Какие выводы из приведенных ниже соответствуют результатам эксперимента?"
"1","Груз, подвешенный на лёгкой пружине жёсткостью 200 Н/м, совершает вертикальные колебания. На рисунке изображены графики зависимости смещения груза x и проекции скорости груза Vx от времени t."
"1","Анализируя график зависимости модуля скорости тела от времени, выберите из приведённых ниже утверждений три правильных и укажите их номера."
"1","Груз, подвешенный на лёгкой пружине жёсткостью 200 Н/м, совершает вертикальные колебания. На рисунке изображены графики зависимости смещения груза x и проекции скорости груза Vx от времени t."
"1","На графике представлены результаты измерения длины пружины l при различных значениях массы m подвешенных к пружине грузов."
"1","Тело, изготовленное из сосны, плавает в воде, погрузившись в неё на 20% от своего полного объёма. Из приведённого ниже списка выберите все верные утверждения. Запишите цифры, под которыми они указаны."
"1","В таблице представлены результаты измерения избыточного (по сравнению с атмосферным) давления p воды в зависимости от времени t. Измерения проводились при помощи датчика, установленного на подводном аппарате, который совершал экспедицию в пресном водоёме, находясь на разных глубинах."
"1","На рисунке представлен схематичный вид графика изменения кинетической энергии тела с течением времени. \n  Выберите все верные утверждения, описывающих движение в соответствии с данным графиком."
"1","На рисунке приведены графики зависимости координаты от времени для двух тел: А и В, движущихся по прямой, вдоль которой и направлена ось Ох. \n  Выберите все верные утверждения о характере движения тел."
"1","В сосуд с жидкостью погружают маленький датчик манометра, который регистрирует давление, создаваемое только столбом жидкости (без учёта атмосферного давления). На рисунке представлен график зависимости показаний p этого датчика давления от времени t. Известно, что датчик может либо двигаться строго по вертикали вниз со скоростью 1 мм/с, либо покоиться."
"1","Учащиеся роняли с башни шарики для настольного тенниса и снимали их полет цифровой видеокамерой. Обработка видеозаписей позволила построить графики зависимости пути s, пройденного шариком, и его скорости v от времени падения t. Выберите все верные утверждения, характеризующих наблюдаемое падение."
"1","Два одинаковых бруска толщиной 5 см и массой 1 кг каждый, связанные друг с другом, плавают в воде так, что уровень воды приходится на границу между ними (см. рис.). Из приведённого ниже списка выберите все правильные утверждения."
"1","Маленький шарик прикреплён к одному концу невесомой пружины. Другой конец пружины закреплён на потолке. Шарик совершает гармонические колебания вдоль вертикали. На рисунках изображены графики зависимостей от времени t координаты x шарика и проекции его скорости V на вертикаль. \n  Выберите все верные утверждения на основании анализа представленных графиков."
"1","На горизонтальном шероховатом диске радиусом 30 см покоится на расстоянии r от центра точечное тело массой 100 г. Диск начинают медленно раскручивать. При некоторой угловой скорости вращения диска тело начинает скользить по его поверхности. На рисунке показан график зависимости линейной скорости V тела в момент начала скольжения от расстояния r. \n  На основании анализа приведённого графика выберите все верные утверждения и укажите в ответе их номера."
"1","На графике представлены результаты измерения длины пружины l при различных значениях массы m подвешенных к пружине грузов. \n  Выберите все утверждения, соответствующие результатам измерений."
"1","На наклонной плоскости находится брусок массой "1",5 кг, для которого составлена таблица зависимости модуля силы трения Fтр от угла наклона плоскости к горизонту  альфа  с погрешностью, не превышающей 0,01 Н. На основании данных, приведённых в таблице, используя закон сухого трения, выберите все верные утверждения."
"1","Груз совершает свободные вертикальные гармонические колебания на пружине жёсткостью 100 Н/м. На рисунке "1" изображена схема экспериментальной установки, указаны положение равновесия (0) и положения максимальных отклонений груза (А и В). На рисунке 2 изображена зависимость проекции скорости Vx этого груза от времени t. \n  На основании анализа графика и схематического изображения экспериментальной установки выберите из приведённого ниже списка все правильные утверждения и укажите их номера."
"1","К резиновому шнуру подвешивали грузы разной массы и измеряли удлинение шнура. По результатам измерений построили график зависимости силы упругости от удлинения. Если к шнуру подвесить груз массой m, и вывести его из положения равновесия, то частота колебаний такого маятника будет равна ν0. Выберите все верные утверждения на основании построенного графика."
"1","На дно сосуда с жидкостью погрузили маленький датчик манометра, который регистрирует давление, создаваемое только столбом жидкости (без учёта атмосферного давления). На рисунке представлен график зависимости показаний p этого датчика давления от времени t. Известно, что датчик может либо двигаться строго по вертикали вверх со скоростью 1 мм/с, либо покоиться."
"1"," По гладкой горизонтальной поверхности движутся поступательно навстречу друг другу два одинаковых шара. Модули скоростей шаров одинаковые, сопротивление воздуха пренебрежимо мало. Между шарами происходит абсолютно неупругое лобовое соударение. Этот опыт повторяют с теми же шарами, уменьшив модуль скорости каждого из них в три раза. \n  Как для второго опыта по сравнению с первым изменились модуль суммарного импульса шаров и количество выделившейся при соударении теплоты?"
"1","На шероховатой горизонтальной поверхности находится тело массой 3 кг. К нему приложена горизонтально направленная сила, модуль которой равен 8 Н. Коэффициент трения между поверхностью и телом равен 0,2. Модуль приложенной к телу силы увеличивают до 10 Н, не изменяя её направления. \n  Как изменятся в результате этого модуль ускорения тела и модуль действующей на тело силы трения? \n  Для каждой величины определите соответствующий характер изменения:"
"1","Камень бросают с поверхности земли вертикально вверх. Через некоторое время он падает обратно на землю. Как изменяются в течение полета камня следующие физические величины: модуль скорости камня, пройденный камнем путь, модуль перемещения камня?"
"1","В результате торможения в верхних слоях атмосферы высота полёта искусственного спутника над Землёй уменьшилась с 400 до 300 км. Как изменились в результате этого скорость спутника, его центростремительное ускорение и период обращения? \n   Для каждой величины определите соответствующий характер изменения:"
"1","Камень брошен вертикально вверх. Изменяются ли перечисленные в первом столбце физические величины во время его движения вверх и если изменяются, то как? Установите соответствие между физическими величинами, перечисленными в первом столбце, и возможными видами их изменений, перечисленными во втором столбце. Влиянием сопротивления воздуха пренебречь."
"1","Массивный груз, подвешенный к потолку на пружине, совершает вертикальные свободные колебания. Пружина всё время остаётся растянутой. Как ведёт себя потенциальная энергия пружины, кинетическая энергия груза, его потенциальная энергия в поле тяжести, когда груз движется вниз к положению равновесия?\n Для каждой величины определите соответствующий характер изменения:"
"1","Тяжёлая бусинка, насаженная на тонкий жёсткий гладкий стержень, движется по нему под действием постоянной силы \vecF, направленной под углом α = 30° к стержню. Сила, с которой бусинка давит на стержень, направлена вверх. Угол α увеличивают в 2 раза, не изменяя модуль силы \vecF. Как в результате этого изменятся следующие физические величины: а) модуль силы взаимодействия стержня и бусинки, б) работа, совершаемая силой \vecF при перемещении бусинки на 1 м? \n  Для каждой величины определите соответствующий характер изменения:"
"1","В покоящемся лифте находится аквариум с водой, в которой плавает деревянный шар. Лифт начал двигаться вверх с постоянным ускорением, меньшим g. Через некоторое время колебания шара относительно поверхности воды прекратились. Как в результате изменились величина действующей на шар силы Архимеда и глубина погружения шара в воду?\n Для каждой величины определите соответствующий характер изменения:"
"1","Тележка с песком стоит на рельсах. В неё попадает снаряд, летящий горизонтально вдоль рельсов. Как изменятся при уменьшении скорости снаряда следующие три величины: скорость системы «тележка + снаряд», импульс этой системы, её кинетическая энергия? Для каждой величины определите соответствующий характер изменения:"
"1","Массивный груз, подвешенный к потолку на пружине, совершает вертикальные свободные колебания. Пружина всё время остаётся растянутой. Как ведёт себя потенциальная энергия пружины, кинетическая энергия груза, его потенциальная энергия в поле тяжести, когда груз движется вверх от положения равновесия?\n Для каждой величины определите соответствующий характер изменения:"
"1","По наклонной плоскости, составляющей угол α с горизонтом, скользит тело. Угол, который составляет наклонная плоскость с горизонтом, увеличили. Как изменятся при этом сила трения и сила нормальной реакции опоры, действующие на тело? Для каждой величины определите соответствующий характер изменения:"
"1","В школьном опыте брусок, помещенный на горизонтальный диск, вращается вместе с ним с некоторой угловой скоростью. В ходе опыта угловую скорость диска увеличили. При этом положение бруска на диске осталось прежним. Как изменились при этом центростремительное ускорение бруска и сила трения между бруском и опорой? Для каждой величины определите соответствующий характер изменения:"
"1","В цилиндрический стакан с водой опустили плавать небольшую льдинку, в которую вморожен кусочек пробки. Через некоторое время льдинка полностью растаяла. Определите, как в результате таяния льдинки изменились сила давления на дно стакана и уровень воды в стакане.\n Для каждой величины определите соответствующий характер изменения:"
"1","Маленький брусок перемещают на расстояние S по шероховатой горизонтальной поверхности, прикладывая к нему горизонтально направленную силу F. Коэффициент трения между бруском и поверхностью всюду равен \mu. \n  Затем к этому бруску прикладывают такую же по модулю силу, направленную под углом в сторону поверхности (см. рис.), и брусок перемещается на такое же расстояние по той же самой поверхности.\n Определите, как по сравнению с предыдущим случаем изменятся модуль силы реакции опоры, действующей на брусок, и модуль работы силы F при перемещении бруска.\n Для каждой величины определите соответствующий характер изменения:"
"1","Маленький шарик массой m находится на краю горизонтальной платформы на высоте 100 м над уровнем Земли. Шарику сообщают начальную скорость, направленную вертикально вверх, модуль которой равен 20 м/с, и отодвигают платформу в сторону, от линии движения шарика. Как изменятся следующие физические величины через 3 секунды после начала движения шарика: его кинетическая энергия, его потенциальная энергия, модуль его импульса? \n  Для каждой величины определите соответствующий характер изменения:"
"1","Массивный груз, подвешенный к потолку на невесомой пружине, совершает вертикальные свободные колебания. Пружина всё время остаётся растянутой. Как ведут себя потенциальная энергия пружины и потенциальная энергия груза в поле тяжести, когда груз движется вверх от положения равновесия?\n Для каждой величины определите соответствующий характер изменения:"
"1","Маятник совершает вынужденные колебания под действием внешней силы, изменяющейся по гармоническому закону, причём частота изменения этой силы такова, что наблюдается резонанс. Затем частоту изменения внешней силы уменьшают.\nОпределите, как изменятся через достаточно продолжительное время следующие физические величины: амплитуда колебаний маятника, частота вынужденных колебаний маятника.\nДля каждой величины определите соответствующий характер изменения:"
"1"," Точечное тело покоится на гладкой горизонтальной поверхности. С этим телом проводят два опыта. В обоих опытах в момент времени t = 0 на тело начинает действовать постоянная горизонтальная сила F0, направленная вдоль оси OX. В первом опыте в момент времени t = 3 с эта сила, не изменяясь по модулю, меняет направление на 90° — начинает действовать вдоль оси OY. Во втором опыте в момент времени t = 3 с сила меняет направление на 90° (начинает действовать вдоль оси OY) и в этот же момент увеличивается по модулю в 2 раза (становится равной 2F0). Определите, как для второго опыта по сравнению с первым опытом изменятся физические величины, указанные в таблице. Для каждой величины определите соответствующий характер её изменения:"
"1","Груз массой m, подвешенный к длинной нерастяжимой нити длиной l, совершает колебания с периодом T. Угол максимального отклонения равен  альфа _m. Что произойдет с периодом колебаний, максимальной кинетической энергией и частотой колебаний нитяного маятника, если при неизменном максимальном угле отклонения груза уменьшить длину нити?\nК каждому элементу первого столбца подберите элемент из второго и внесите в строку ответов выбранные цифры под соответствующими буквами. Цифры могут повторяться."
"1","Шарик, брошенный горизонтально с высоты H с начальной скоростью \vecV_0, за время полёта t пролетел в горизонтальном направлении расстояние L (см. рис.). Что произойдёт с временем полёта и ускорением шарика, если на той же установке при неизменной начальной скорости шарика увеличить высоту H? (Сопротивлением воздуха пренебречь.)\nДля каждой величины определите соответствующий характер её изменения:"
"1","Груз изображенного на рисунке пружинного маятника совершает гармонические колебания между точками "1" и 3.\n Как меняются кинетическая энергия груза маятника, скорость груза и жесткость пружины при движении груза маятника от точки 2 к точке 3? \n  Для каждой величины определите соответствующий характер изменения:"
"1","Шарик, брошенный горизонтально с высоты H с начальной скоростью v0, за время t пролетел в горизонтальном направлении расстояние L (см. рис.). Что произойдёт с временем полёта и дальностью полёта, если на этой же установке уменьшить начальную скорость шарика в 2 раза? Сопротивлением воздуха пренебречь. Для каждой величины определите соответствующий характер её изменения:"
"1"," На тело, поступательно движущееся в инерциальной системе отсчёта, действовала равнодействующая постоянная сила \vecF в течение времени Δt. Если действующая на тело сила увеличится, то как изменятся модуль импульса силы, модуль ускорения тела и модуль изменения импульса тела в течение того же промежутка времени Δt?"
"1","Деревянный шарик сначала находился в растительном масле, а затем его погрузили в воду. Как изменится сила Архимеда и глубина погружения?\n Для каждой величины определите соответствующий характер изменения:"
"1","В результате перехода спутника Земли с одной круговой орбиты на другую скорость его движения уменьшается. Как изменяются при этом центростремительное ускорение спутника и период его обращения вокруг Земли?\nДля каждой величины определите соответствующий характер изменения:"
"1","С вершины наклонной плоскости из состояния покоя скользит с ускорением брусок массой m (см. рисунок). Как изменится время движения, ускорение бруска и сила трения, действующая на брусок, если с той же наклонной плоскости будет скользить брусок из того же материала массой 3m? \n Для каждой величины определите соответствующий характер её изменения:"
"1","Камень бросили вертикально вверх с горизонтальной площадки. Сопротивление воздуха пренебрежимо мало. В некоторый момент времени t1 в процессе полёта кинетическая энергия камня была равна 13 Дж. В момент времени t2 > t1 камень всё ещё находился в полёте, а его кинетическая энергия увеличилась на 2 Дж. Определите, как изменились к моменту t2 по сравнению с моментом t1 высота подъёма камня над площадкой и модуль скорости камня. \n Для каждой величины определите соответствующий характер изменения:"
"1","Массивный груз, подвешенный к потолку на пружине, совершает вертикальные свободные колебания. Пружина всё время остаётся растянутой. Как ведёт себя потенциальная энергия пружины, кинетическая энергия груза, его потенциальная энергия в поле тяжести, когда груз движется вверх к положению равновесия? \n Для каждой величины определите соответствующий характер изменения:"
"1","Математический маятник, представляющий собой свинцовую дробинку, подвешенную на длинной нити, колеблется с угловой амплитудой "1" градус. Как изменятся период колебаний маятника и запас его полной механической энергии, если уменьшить длину нити маятника и уменьшить массу дробинки, оставив угловую амплитуду прежней? \n Для каждой величины определите соответствующий характер изменения:"
"1","Груз изображённого на рисунке пружинного маятника совершает гармонические колебания между точками "1" и 3. Как меняется потенциальная энергия пружины маятника, модуль скорости груза и жёсткость пружины при движении груза маятника от точки 2 к точке 3? \n Для каждой величины определите соответствующий характер её изменения:"
"1","С края обрыва высотой 20 м бросают точечное тело с начальной скоростью 20 м/с под углом 30° к горизонту. Определите, как изменятся через 2,5 с после начала полёта следующие величины: потенциальная энергия взаимодействия тела с Землёй и модуль проекции импульса тела на вертикальную плоскость.\nДля каждой величины определите соответствующий характер изменения:"
"1","Гиря массой 2 кг подвешена на тонком шнуре. Если её отклонить от положения равновесия на 10 см, а затем отпустить, она совершает свободные колебания как математический маятник. Что произойдёт с периодом колебаний гири, максимальной потенциальной энергией гири и частотой её колебаний, если начальное отклонение гири будет равно 5 см?\n К каждой позиции первого столбца подберите соответствующую позицию второго и запишите в таблицу выбранные цифры под соответствующими буквами."
"1","В результате торможения в верхних слоях атмосферы высота полёта искусственного спутника над Землёй уменьшилась с 400 до 300 км. Как изменились в результате этого скорость спутника, его кинетическая энергия и период обращения? \n Для каждой величины определите соответствующий характер изменения:"
"1","С вершины наклонной плоскости из состояния покоя скользит с ускорением брусок массой m (см. рисунок). Как изменится время движения, ускорение бруска и сила трения, действующая на брусок, если с той же наклонной плоскости будет скользить брусок из того же материала массой 2m? \n Для каждой величины определите соответствующий характер её изменения:"
"1"," Деревянный шарик плавает в воде. Как изменятся сила тяжести, действующая на шарик, и глубина погружения шарика в жидкость, если он будет плавать в керосине? \n Для каждой величины определите соответствующий характер изменения:"
"1","В результате перехода с одной круговой орбиты на другую скорость движения спутника Земли увеличивается. Как изменяются в результате этого перехода потенциальная энергия спутника и центростремительное ускорение? \n Для каждой величины определите соответствующий характер изменения:"
"1","Искусственный спутник Земли перешёл с одной круговой орбиты на другую, на новой орбите скорость его движения меньше, чем на прежней. Как изменились при этом потенциальная энергия спутника в поле тяжести Земли и \n его период обращения вокруг Земли?\nДля каждой величины определите соответствующий характер изменения:"
"1"," Школьник скатывается на санках со склона оврага. Сначала он едет по шероховатому снегу, а потом въезжает на очень гладкий обледеневший участок склона. Угол наклона склона оврага к горизонту всюду одинаков. Как при этом изменяются следующие физические величины: модуль действующей на санки силы трения, модуль ускорения санок, модуль работы силы тяжести при перемещении санок вдоль склона на "1" метр? \n Для каждой величины определите соответствующий характер изменения:"
"1","Легкая рейка прикреплена к вертикальной стене на шарнире в точке O (см. рис.). Длины отрезков OA, AB и BC одинаковы. В точке C к рейке прикреплен груз массой m. В точке B к рейке прикреплена легкая вертикальная нерастяжимая нить, второй конец которой привязан к потолку. Система находится в равновесии.\nГруз перевешивают, прикрепив его к рейке в точке A. Как изменяются при этом следующие физические величины: сила натяжения нити, момент действующей на груз силы тяжести относительно точки O, момент силы натяжения нити относительно точки O?\nДля каждой величины определите соответствующий характер изменения:"
"2","Свет идет из вещества, где скорость света 2,5 умножить на 10 в степени 8 м/с, в вещество, где скорость света 2,7 умножить на 10 в степени 8 м/с. Чему равен синус предельного угла полного внутреннего отражения? Ответ выразите с точностью до тысячных."
